('and', 1, 1, 0.3475123158963882)
('a', 1, 1, 0.3475123158963882)
('half', 1, 1, 0.3475123158963882)
('think', 1, 1, 0.3475123158963882)
('of', 1, 1, 0.3475123158963882)
('everything', 3, 1.8947905504078837, 0.6584630523108357)
('accomplished', 3, 1.8947905504078837, 0.6584630523108357)
('suddenly', 3, 1.8947905504078837, 0.6498230055304031)
('i', 1, 1, 0.34295242046173297)
('realize', 2, 1.5527864045000421, 0.5325318558833609)
('that', 1, 1, 0.34295242046173297)
('all', 1, 1, 0.34295242046173297)
('of', 1, 1, 0.34295242046173297)
('this', 1, 1, 0.34295242046173297)
('the', 1, 1, 0.34295242046173297)
('gun', 1, 1, 0.34295242046173297)
('the', 1, 1, 0.34295242046173297)
('bombs', 1, 1, 0.34295242046173297)
('the', 1, 1, 0.34295242046173297)
('revolution', 4, 2.1085167819936483, 0.7231209339689059)
('has', 1, 1, 0.25801132239293817)
('got', 1, 1, 0.25801132239293817)
('something', 2, 1.5527864045000421, 0.40063647361883165)
('to', 1, 1, 0.25801132239293817)
('do', 1, 1, 0.25801132239293817)
('with', 1, 1, 0.25801132239293817)
('a', 1, 1, 0.25801132239293817)
('girl', 1, 1, 0.25801132239293817)
('named', 1, 1, 0.25801132239293817)
('marla', 2, 1.5527864045000421, 0.40063647361883165)
('singer', 2, 1.5527864045000421, 0.40063647361883165)
('bob', 1, 1, 0.5915)
('bob', 1, 1, 0.5915)
('had', 1, 1, 0.5915)
('bitch', 1, 1, 0.5915)
('this', 1, 1, 0.343783297864149)
('was', 1, 1, 0.343783297864149)
('a', 1, 1, 0.343783297864149)
('support', 2, 1.5527864045000421, 0.5338220310176389)
('group', 1, 1, 0.343783297864149)
('for', 1, 1, 0.343783297864149)
('men', 1, 1, 0.343783297864149)
('with', 1, 1, 0.343783297864149)
('testicular', 4, 2.1085167819936483, 0.7248728529156793)
('cancer', 2, 1.5527864045000421, 0.5338220310176389)
('the', 1, 1, 0.3157669969064204)
('big', 1, 1, 0.3157669969064204)
('slobbering', 3, 1.8947905504078837, 0.5983123218689609)
('all', 1, 1, 0.3157669969064204)
('over', 2, 1.5527864045000421, 0.4903186997860965)
('me', 1, 1, 0.3157669969064204)
('that', 1, 1, 0.3157669969064204)
('was', 1, 1, 0.3157669969064204)
('bob', 1, 1, 0.3157669969064204)
('were', 1, 1, 0.7203333333333333)
('still', 1, 1, 0.7203333333333333)
('men', 1, 1, 0.7203333333333333)
('yes', 1, 1, 0.7316666666666666)
('were', 1, 1, 0.7316666666666666)
('men', 1, 1, 0.7316666666666666)
('men', 1, 1, 0.43220000000000003)
('is', 1, 1, 0.43220000000000003)
('what', 1, 1, 0.43220000000000003)
('we', 1, 1, 0.43220000000000003)
('are', 1, 1, 0.43220000000000003)
('bob', 1, 1, 0.28894119622645625)
('had', 1, 1, 0.28894119622645625)
('had', 1, 1, 0.28894119622645625)
('his', 1, 1, 0.28894119622645625)
('testicles', 3, 1.8947905504078837, 0.5474830482334393)
('removed', 2, 1.5527864045000421, 0.4486639612004202)
('then', 1, 1, 0.28894119622645625)
('hormone', 2, 1.5527864045000421, 0.4486639612004202)
('therapy', 3, 1.8947905504078837, 0.5474830482334393)
('he', 1, 1, 0.3287443046493139)
('developed', 3, 1.8947905504078837, 0.6229016019499306)
('bitch', 1, 1, 0.3287443046493139)
('because', 2, 1.5527864045000421, 0.5104696868162748)
('his', 1, 1, 0.3287443046493139)
('testosterone', 4, 2.1085167819936483, 0.6931628833379111)
('was', 1, 1, 0.3287443046493139)
('too', 1, 1, 0.3287443046493139)
('high', 1, 1, 0.3287443046493139)
('and', 1, 1, 0.3832310204252489)
('his', 1, 1, 0.3832310204252489)
('body', 2, 1.5527864045000421, 0.5950759182990045)
('upped', 1, 1, 0.3832310204252489)
('the', 1, 1, 0.3832310204252489)
('that', 1, 1, 0.35355590997359554)
('was', 1, 1, 0.35355590997359554)
('where', 1, 1, 0.35355590997359554)
('i', 1, 1, 0.35355590997359554)
('fit', 1, 1, 0.35355590997359554)
('have', 1, 1, 0.35355590997359554)
('to', 1, 1, 0.35355590997359554)
('drain', 1, 1, 0.35355590997359554)
('my', 1, 1, 0.35355590997359554)
('again', 2, 1.5527864045000421, 0.54899681023764)
('between', 2, 1.5527864045000421, 0.7579058931826196)
('those', 1, 1, 0.4880941068173804)
('huge', 1, 1, 0.4880941068173804)
('sweating', 2, 1.5527864045000421, 0.7579058931826196)
('that', 1, 1, 0.38835074253369634)
('hung', 1, 1, 0.38835074253369634)
('enormous', 3, 1.8947905504078837, 0.7358433171967329)
('the', 1, 1, 0.38835074253369634)
('way', 1, 1, 0.38835074253369634)
('think', 1, 1, 0.38835074253369634)
('of', 1, 1, 0.38835074253369634)
('gods', 1, 1, 0.38835074253369634)
('as', 1, 1, 0.38835074253369634)
('big', 1, 1, 0.38835074253369634)
('ok', 2, 1.5527864045000421, 0.7486330029690637)
('you', 1, 1, 0.4821223323436455)
('cry', 1, 1, 0.4821223323436455)
('now', 1, 1, 0.4821223323436455)
('no', 1, 1, 0.2879213383931296)
('wait', 1, 1, 0.2879213383931296)
('back', 1, 1, 0.2879213383931296)
('up', 1, 1, 0.2879213383931296)
('let', 1, 1, 0.2879213383931296)
('me', 1, 1, 0.2879213383931296)
('start', 1, 1, 0.2879213383931296)
('earlier', 3, 1.8947905504078837, 0.5455506312480927)
('for', 1, 1, 0.5526)
('six', 1, 1, 0.5526)
('months', 1, 1, 0.5526)
('i', 1, 1, 0.5526)
('sleep', 1, 1, 0.5526)
('i', 1, 1, 1.2805)
('sleep', 1, 1, 1.2805)
('with', 1, 1, 0.3817142323618263)
('insomnia', 4, 2.1085167819936483, 0.8048508648607338)
('nothings', 2, 1.5527864045000421, 0.5927206704156139)
('real', 1, 1, 0.3817142323618263)
('everythings', 3, 1.8947905504078837, 0.877190835109586)
('far', 1, 1, 0.46294870687462353)
('away', 2, 1.5527864045000421, 0.7188604580157906)
('everythings', 3, 1.8947905504078837, 0.5523063597299119)
('a', 1, 1, 0.29148676069290047)
('copy', 2, 1.5527864045000421, 0.45261667909569314)
('of', 1, 1, 0.29148676069290047)
('a', 1, 1, 0.29148676069290047)
('copy', 2, 1.5527864045000421, 0.45261667909569314)
('of', 1, 1, 0.5699751601827477)
('a', 1, 1, 0.5699751601827477)
('copy', 2, 1.5527864045000421, 0.8850496796345044)
('when', 1, 1, 0.3658724425420754)
('deep', 1, 1, 0.3658724425420754)
('space', 1, 1, 0.3658724425420754)
('exploration', 4, 2.1085167819936483, 0.7714481851689727)
('ramps', 1, 1, 0.3658724425420754)
('up', 1, 1, 0.3658724425420754)
('be', 1, 1, 0.3658724425420754)
('the', 1, 1, 0.3658724425420754)
('corporations', 4, 2.1085167819936483, 0.7714481851689727)
('that', 1, 1, 0.3658724425420754)
('name', 1, 1, 0.3658724425420754)
('everything', 3, 1.8947905504078837, 0.6932516467833759)
('the', 1, 1, 0.5795451134895199)
('stellar', 2, 1.5527864045000421, 0.8999097730209604)
('sphere', 1, 1, 0.5795451134895199)
('the', 1, 1, 0.4301002439752275)
('microsoft', 3, 1.8947905504078837, 0.8149498780123864)
('galaxy', 3, 1.8947905504078837, 0.8149498780123864)
('the', 1, 1, 0.5015134539780507)
('planet', 2, 1.5527864045000421, 0.7787432730109747)
('starbucks', 2, 1.5527864045000421, 0.7787432730109747)
('i', 1, 1, 0.22585761397255041)
('need', 1, 1, 0.22585761397255041)
('you', 1, 1, 0.22585761397255041)
('out', 1, 1, 0.22585761397255041)
('of', 1, 1, 0.22585761397255041)
('town', 1, 1, 0.22585761397255041)
('this', 1, 1, 0.22585761397255041)
('week', 1, 1, 0.22585761397255041)
('to', 1, 1, 0.22585761397255041)
('cover', 2, 1.5527864045000421, 0.35070863232939503)
('some', 1, 1, 0.22585761397255041)
('red', 1, 1, 0.22585761397255041)
('flags', 1, 1, 0.22585761397255041)
('it', 1, 1, 0.26227773314305225)
('must', 1, 1, 0.26227773314305225)
('have', 1, 1, 0.26227773314305225)
('been', 1, 1, 0.26227773314305225)
('tuesday', 2, 1.5527864045000421, 0.4072612982276217)
('he', 1, 1, 0.26227773314305225)
('had', 1, 1, 0.26227773314305225)
('on', 1, 1, 0.26227773314305225)
('his', 1, 1, 0.26227773314305225)
('cornflower', 3, 1.8947905504078837, 0.49696137034185606)
('blue', 1, 1, 0.26227773314305225)
('tie', 1, 1, 0.26227773314305225)
('you', 1, 1, 0.29161506110522434)
('want', 1, 1, 0.29161506110522434)
('me', 1, 1, 0.29161506110522434)
('to', 1, 1, 0.29161506110522434)
('my', 1, 1, 0.29161506110522434)
('reports', 2, 1.5527864045000421, 0.4528159022316413)
('until', 2, 1.5527864045000421, 0.4528159022316413)
('you', 1, 1, 0.29161506110522434)
('advise', 2, 1.5527864045000421, 0.4528159022316413)
('of', 1, 1, 0.29161506110522434)
('a', 1, 1, 0.29161506110522434)
('status', 2, 1.5527864045000421, 0.4528159022316413)
('upgrade', 2, 1.5527864045000421, 0.4528159022316413)
('prioritize', 4, 2.1085167819936483, 0.793234284150404)
('these', 1, 1, 0.3762048710849642)
('your', 1, 1, 0.3762048710849642)
('flight', 1, 1, 0.3762048710849642)
('coupons', 2, 1.5527864045000421, 0.5841658091274234)
('call', 1, 1, 0.3762048710849642)
('me', 1, 1, 0.3762048710849642)
('if', 1, 1, 0.3762048710849642)
('any', 2, 1.5527864045000421, 0.5841658091274234)
('snags', 1, 1, 0.3762048710849642)
('he', 1, 1, 0.28770982408008766)
('was', 1, 1, 0.28770982408008766)
('full', 1, 1, 0.28770982408008766)
('of', 1, 1, 0.28770982408008766)
('pep', 1, 1, 0.28770982408008766)
('must', 1, 1, 0.28770982408008766)
('have', 1, 1, 0.28770982408008766)
('had', 1, 1, 0.28770982408008766)
('his', 1, 1, 0.28770982408008766)
('grande', 1, 1, 0.28770982408008766)
('latte', 2, 1.5527864045000421, 0.446751903272659)
('enema', 3, 1.8947905504078837, 0.5451498559264647)
('like', 1, 1, 0.2924900132880569)
('so', 1, 1, 0.2924900132880569)
('many', 2, 1.5527864045000421, 0.45417451608573145)
('others', 2, 1.5527864045000421, 0.45417451608573145)
('i', 1, 1, 0.2924900132880569)
('had', 1, 1, 0.2924900132880569)
('become', 2, 1.5527864045000421, 0.45417451608573145)
('a', 1, 1, 0.2924900132880569)
('slave', 1, 1, 0.2924900132880569)
('to', 1, 1, 0.2924900132880569)
('the', 1, 1, 0.2924900132880569)
('ikea', 3, 1.8947905504078837, 0.5542073132668865)
('nesting', 2, 1.5527864045000421, 0.45417451608573145)
('instinct', 2, 1.5527864045000421, 0.45417451608573145)
('yes', 1, 1, 0.4199693325336844)
('id', 1, 1, 0.4199693325336844)
('like', 1, 1, 0.4199693325336844)
('to', 1, 1, 0.4199693325336844)
('order', 2, 1.5527864045000421, 0.6521226698652625)
('the', 1, 1, 0.4155976168377535)
('erika', 3, 1.8947905504078837, 0.7874704371562116)
('dust', 1, 1, 0.4155976168377535)
('ruffles', 2, 1.5527864045000421, 0.6453343291682813)
('please', 1, 1, 0.3843910820045299)
('hold', 1, 1, 0.3843910820045299)
('anything', 3, 1.8947905504078837, 0.7283405898432451)
('clever', 2, 1.5527864045000421, 0.5968772461476948)
('like', 1, 1, 0.2868477782860605)
('a', 1, 1, 0.2868477782860605)
('coffee', 2, 1.5527864045000421, 0.44541333028363717)
('table', 2, 1.5527864045000421, 0.44541333028363717)
('in', 1, 1, 0.2868477782860605)
('the', 1, 1, 0.2868477782860605)
('shape', 1, 1, 0.2868477782860605)
('of', 1, 1, 0.2868477782860605)
('a', 1, 1, 0.2868477782860605)
('i', 1, 1, 0.2868477782860605)
('had', 1, 1, 0.2868477782860605)
('to', 1, 1, 0.2868477782860605)
('have', 1, 1, 0.2868477782860605)
('it', 1, 1, 0.2868477782860605)
('the', 1, 1, 0.40014243408034156)
('personal', 3, 1.8947905504078837, 0.7581861029126408)
('office', 2, 1.5527864045000421, 0.6213357315035086)
('unit', 2, 1.5527864045000421, 0.6213357315035086)
('the', 1, 1, 1.132)
('home', 1, 1, 1.132)
('or', 1, 1, 0.39107918575756756)
('the', 1, 1, 0.39107918575756756)
('sofa', 2, 1.5527864045000421, 0.6072624427272975)
('with', 1, 1, 0.39107918575756756)
('the', 1, 1, 0.39107918575756756)
('green', 1, 1, 0.39107918575756756)
('stripe', 1, 1, 0.39107918575756756)
('pattern', 2, 1.5527864045000421, 0.6072624427272975)
('even', 2, 1.5527864045000421, 1.1141500489669593)
('the', 1, 1, 0.7175166176997072)
('wire', 2, 1.5527864045000421, 1.1141500489669593)
('lamps', 1, 1, 0.7175166176997072)
('of', 1, 1, 0.7175166176997072)
('paper', 2, 1.5527864045000421, 1.1141500489669593)
('id', 1, 1, 0.37582693229580794)
('flip', 1, 1, 0.37582693229580794)
('through', 1, 1, 0.37582693229580794)
('catalogues', 3, 1.8947905504078837, 0.7121133199028804)
('and', 1, 1, 0.37582693229580794)
('wonder', 2, 1.5527864045000421, 0.5835789509138883)
('what', 1, 1, 0.2594704747557543)
('kind', 1, 1, 0.2594704747557543)
('of', 1, 1, 0.2594704747557543)
('dining', 2, 1.5527864045000421, 0.4029022255699067)
('set', 1, 1, 0.2594704747557543)
('defines', 2, 1.5527864045000421, 0.4029022255699067)
('me', 1, 1, 0.2594704747557543)
('as', 1, 1, 0.2594704747557543)
('a', 1, 1, 0.2594704747557543)
('person', 2, 1.5527864045000421, 0.4029022255699067)
('i', 1, 1, 0.2921629065072943)
('had', 1, 1, 0.2921629065072943)
('it', 1, 1, 0.2921629065072943)
('all', 1, 1, 0.2921629065072943)
('even', 2, 1.5527864045000421, 0.45366658912374347)
('the', 1, 1, 0.2921629065072943)
('glass', 1, 1, 0.2921629065072943)
('dishes', 2, 1.5527864045000421, 0.45366658912374347)
('with', 1, 1, 0.2921629065072943)
('tiny', 2, 1.5527864045000421, 0.45366658912374347)
('bubbles', 2, 1.5527864045000421, 0.45366658912374347)
('and', 1, 1, 0.2921629065072943)
('imperfections', 4, 2.1085167819936483, 0.6160303914466714)
('proof', 1, 1, 0.3232733876156293)
('that', 1, 1, 0.3232733876156293)
('they', 1, 1, 0.3232733876156293)
('were', 1, 1, 0.3232733876156293)
('crafted', 2, 1.5527864045000421, 0.5019745212262214)
('by', 1, 1, 0.3232733876156293)
('the', 1, 1, 0.3232733876156293)
('honest', 2, 1.5527864045000421, 0.5019745212262214)
('hardworking', 3, 1.8947905504078837, 0.6125353600524394)
('indigenous', 4, 2.1085167819936483, 0.681627362959492)
('peoples', 2, 1.5527864045000421, 0.5019745212262214)
('of', 1, 1, 0.3232733876156293)
('please', 1, 1, 0.7535706893641895)
('hold', 1, 1, 0.7535706893641895)
('wherever', 3, 1.8947905504078837, 1.427858621271621)
('we', 1, 1, 0.34263636733709746)
('used', 1, 1, 0.34263636733709746)
('to', 1, 1, 0.34263636733709746)
('read', 1, 1, 0.34263636733709746)
('pornography', 4, 2.1085167819936483, 0.7224545306516102)
('now', 1, 1, 0.3805264473477384)
('it', 1, 1, 0.3805264473477384)
('was', 1, 1, 0.3805264473477384)
('the', 1, 1, 0.3805264473477384)
('horchow', 2, 1.5527864045000421, 0.5908762939942692)
('collection', 3, 1.8947905504078837, 0.7210179166147778)
('no', 1, 1, 0.28887442706032906)
('you', 1, 1, 0.28887442706032906)
('cant', 1, 1, 0.28887442706032906)
('die', 1, 1, 0.28887442706032906)
('of', 1, 1, 0.28887442706032906)
('insomnia', 4, 2.1085167819936483, 0.6090965773455039)
('what', 1, 1, 0.28887442706032906)
('about', 2, 1.5527864045000421, 0.448560282947018)
('narcolepsy', 4, 2.1085167819936483, 0.6090965773455039)
('i', 1, 1, 0.24778110802152706)
('nod', 1, 1, 0.24778110802152706)
('off', 1, 1, 0.24778110802152706)
('i', 1, 1, 0.24778110802152706)
('wake', 1, 1, 0.24778110802152706)
('up', 1, 1, 0.24778110802152706)
('in', 1, 1, 0.24778110802152706)
('strange', 1, 1, 0.24778110802152706)
('places', 2, 1.5527864045000421, 0.3847511358277836)
('i', 1, 1, 0.2314838093523834)
('have', 1, 1, 0.2314838093523834)
('no', 1, 1, 0.2314838093523834)
('idea', 3, 1.8947905504078837, 0.4386133345333162)
('how', 1, 1, 0.2314838093523834)
('i', 1, 1, 0.2314838093523834)
('got', 1, 1, 0.2314838093523834)
('there', 1, 1, 0.2314838093523834)
('you', 1, 1, 0.2899529883493836)
('need', 1, 1, 0.2899529883493836)
('to', 1, 1, 0.2899529883493836)
('lighten', 2, 1.5527864045000421, 0.45023505825308197)
('up', 1, 1, 0.2899529883493836)
('can', 1, 1, 0.2899529883493836)
('you', 1, 1, 0.2899529883493836)
('please', 1, 1, 0.2899529883493836)
('just', 1, 1, 0.2899529883493836)
('give', 1, 1, 0.2899529883493836)
('me', 1, 1, 0.2899529883493836)
('something', 2, 1.5527864045000421, 0.45023505825308197)
('red', 1, 1, 1.2096666666666667)
('and', 1, 1, 1.2096666666666667)
('blue', 1, 1, 1.2096666666666667)
('no', 1, 1, 0.46431208713072664)
('you', 1, 1, 0.46431208713072664)
('need', 1, 1, 0.46431208713072664)
('healthy', 2, 1.5527864045000421, 0.7209774963416312)
('natural', 3, 1.8947905504078837, 0.8797741551354629)
('sleep', 1, 1, 0.46431208713072664)
('chew', 1, 1, 0.34918451307457954)
('some', 1, 1, 0.34918451307457954)
('valerian', 4, 2.1085167819936483, 0.7362614058300314)
('root', 1, 1, 0.34918451307457954)
('and', 1, 1, 0.34918451307457954)
('get', 1, 1, 0.34918451307457954)
('more', 1, 1, 0.34918451307457954)
('exercise', 3, 1.8947905504078837, 0.6616315157224915)
('hey', 1, 1, 0.6866666666666666)
('come', 1, 1, 0.6866666666666666)
('on', 1, 1, 0.6866666666666666)
('im', 1, 1, 0.27261462058204416)
('in', 1, 1, 0.27261462058204416)
('pain', 1, 1, 0.27261462058204416)
('you', 1, 1, 0.27261462058204416)
('wanna', 2, 1.5527864045000421, 0.4233122765077355)
('see', 1, 1, 0.27261462058204416)
('pain', 1, 1, 0.27261462058204416)
('swing', 1, 1, 0.3437359580840544)
('by', 1, 1, 0.3437359580840544)
('first', 1, 1, 0.3437359580840544)
('methodist', 3, 1.8947905504078837, 0.6513076452130667)
('tuesday', 2, 1.5527864045000421, 0.533748522450716)
('nights', 1, 1, 0.3437359580840544)
('see', 1, 1, 0.399409855675018)
('the', 1, 1, 0.399409855675018)
('guys', 1, 1, 0.399409855675018)
('with', 1, 1, 0.399409855675018)
('testicular', 4, 2.1085167819936483, 0.8421623835844365)
('cancer', 2, 1.5527864045000421, 0.6201981937154919)
('pain', 1, 1, 2.093)
('i', 1, 1, 0.306242645786248)
('always', 2, 1.5527864045000421, 0.47552941685500805)
('wanted', 2, 1.5527864045000421, 0.47552941685500805)
('three', 1, 1, 0.306242645786248)
('kids', 1, 1, 0.306242645786248)
('two', 1, 1, 0.306242645786248)
('boys', 1, 1, 0.306242645786248)
('and', 1, 1, 0.306242645786248)
('a', 1, 1, 0.306242645786248)
('girl', 1, 1, 0.306242645786248)
('mindy', 2, 1.5527864045000421, 0.4532551516862282)
('wanted', 2, 1.5527864045000421, 0.4532551516862282)
('two', 1, 1, 0.2918979393255088)
('girls', 1, 1, 0.2918979393255088)
('and', 1, 1, 0.2918979393255088)
('a', 1, 1, 0.2918979393255088)
('boy', 1, 1, 0.2918979393255088)
('we', 1, 1, 0.30848598858922743)
('never', 2, 1.5527864045000421, 0.47901284906010755)
('could', 1, 1, 0.30848598858922743)
('agree', 2, 1.5527864045000421, 0.47901284906010755)
('on', 1, 1, 0.30848598858922743)
('anything', 3, 1.8947905504078837, 0.5845163361121024)
('well', 1, 1, 0.5993333333333333)
('i', 1, 1, 0.5993333333333333)
('she', 1, 1, 0.5993333333333333)
('she', 1, 1, 0.36057142857142854)
('had', 1, 1, 0.36057142857142854)
('her', 1, 1, 0.36057142857142854)
('first', 1, 1, 0.36057142857142854)
('child', 1, 1, 0.36057142857142854)
('last', 1, 1, 0.36057142857142854)
('week', 1, 1, 0.36057142857142854)
('a', 1, 1, 1.115)
('girl', 1, 1, 1.115)
('with', 1, 1, 0.42792154138959043)
('with', 1, 1, 0.42792154138959043)
('her', 1, 1, 0.42792154138959043)
('with', 1, 1, 0.42792154138959043)
('her', 1, 1, 0.42792154138959043)
('new', 1, 1, 0.42792154138959043)
('husband', 2, 1.5527864045000421, 0.6644707516624581)
('fuck', 1, 1, 2.059)
('thank', 1, 1, 0.51475)
('god', 1, 1, 0.51475)
('you', 1, 1, 0.51475)
('know', 1, 1, 0.51475)
('im', 1, 1, 0.51475)
('glad', 1, 1, 0.51475)
('for', 1, 1, 0.51475)
('her', 1, 1, 0.51475)
('she', 1, 1, 1.1634345884812358)
('deserves', 2, 1.5527864045000421, 1.8065654115187644)
('everyone', 3, 1.8947905504078837, 0.6289645602547989)
('lets', 1, 1, 0.33194410860841805)
('thank', 1, 1, 0.33194410860841805)
('thomas', 2, 1.5527864045000421, 0.515438298901037)
('for', 1, 1, 0.33194410860841805)
('sharing', 2, 1.5527864045000421, 0.515438298901037)
('himself', 2, 1.5527864045000421, 0.515438298901037)
('with', 1, 1, 0.33194410860841805)
('us', 1, 1, 0.33194410860841805)
('thank', 1, 1, 0.5795451134895199)
('you', 1, 1, 0.5795451134895199)
('thomas', 2, 1.5527864045000421, 0.8999097730209604)
('i', 1, 1, 0.26217854420223213)
('look', 1, 1, 0.26217854420223213)
('around', 2, 1.5527864045000421, 0.4071072789888394)
('this', 1, 1, 0.26217854420223213)
('room', 1, 1, 0.26217854420223213)
('and', 1, 1, 0.26217854420223213)
('i', 1, 1, 0.26217854420223213)
('see', 1, 1, 0.26217854420223213)
('a', 1, 1, 0.26217854420223213)
('lot', 1, 1, 0.26217854420223213)
('of', 1, 1, 0.26217854420223213)
('courage', 2, 1.5527864045000421, 0.4071072789888394)
('and', 1, 1, 0.4186)
('that', 1, 1, 0.4186)
('gives', 1, 1, 0.4186)
('me', 1, 1, 0.4186)
('strength', 1, 1, 0.4186)
('we', 1, 1, 0.426092384551757)
('give', 1, 1, 0.426092384551757)
('each', 1, 1, 0.426092384551757)
('other', 2, 1.5527864045000421, 0.6616304617929721)
('strength', 1, 1, 0.426092384551757)
